rule_id,version,phase,required_inputs,scope,exact_condition,coefficient,priority,conflicts_with,missing_data_action,abstain_condition
R121,V9.6.1,postmatch,赛后复盘,全部,赛後复盘分析,1.0,99,无,DATA_MISSING,无
