date,no,league,lgc,lam,xg_h,xg_a,shot_h,shot_a,sot_h,sot_a,cor_h,cor_a,big_h,big_a,inj_h,inj_a,temp,rain,rank_gap,h2h_edge,xg_diff,shot_diff,sot_diff,cor_diff,big_diff,inj_diff,act,act_dir,act_htft,act_balls,act_h,act_a,act_hh,act_ha,v11_dir_hit,v11_score_hit,v11_ht_hit,v11_ou_hit
2026-08-23,017,英超,lg-eng,2.8,1.42,2.71,13.0,27.0,4.0,7.0,2.0,6.0,,,,,4.0,,,,-1.29,-14.0,-3.0,-4.0,,,2-2（1-0）,平,胜平,4,2,2,1.0,0.0,no,no,no,
2026-08-23,019,意甲,lg-sa,2.5999999999999996,2.1,2.21,19.0,12.0,7.0,5.0,5.0,3.0,,,,,27.0,,,,-0.10999999999999988,7.0,2.0,2.0,,,0-2（0-0）,客胜,平负,2,0,2,0.0,0.0,no,no,no,
2026-08-23,018,意甲,lg-sa,2.7,0.45,1.99,11.0,20.0,2.0,5.0,3.0,12.0,,,,,32.0,,,,-1.54,-9.0,-3.0,-9.0,,,0-1（0-1）,客胜,负负,1,0,1,0.0,1.0,ok,no,ok,
2026-08-24,001,意甲,lg-sa,2.4,1.78,0.63,14.0,10.0,5.0,3.0,7.0,3.0,,,,,3.0,,1.0,,1.15,4.0,2.0,4.0,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,no,no,no,
2026-08-24,002,沙特联,lg-spl,2.75,1.26,2.09,16.0,9.0,5.0,3.0,8.0,5.0,,,,,1.0,,,,-0.8299999999999998,7.0,2.0,3.0,,,0-2（0-1）,客胜,负负,2,0,2,0.0,1.0,ok,no,ok,
2026-08-24,004,西甲,lg-laliga,2.25,0.7,1.28,12.0,11.0,7.0,1.0,4.0,5.0,,,,,1.0,15.0,,,-0.5800000000000001,1.0,6.0,-1.0,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,no,ok,
2026-08-24,005,沙特联,lg-spl,2.75,3.9,0.79,15.0,8.0,6.0,2.0,6.0,4.0,,,,,0.0,,,,3.11,7.0,4.0,2.0,,,3-2（2-1）,主胜,胜胜,5,3,2,2.0,1.0,ok,no,ok,
2026-08-24,006,意甲,lg-sa,2.6500000000000004,3.07,0.35,17.0,9.0,8.0,4.0,7.0,2.0,,,,,0.0,,,,2.7199999999999998,8.0,4.0,5.0,,,4-0（1-0）,主胜,胜胜,4,4,0,1.0,0.0,ok,no,ok,
2026-08-24,008,英超,lg-eng,2.65,1.33,2.24,14.0,18.0,6.0,6.0,6.0,8.0,,,,,19.0,,,,-0.9100000000000001,-4.0,0.0,-2.0,,,2-3（1-2）,客胜,负负,5,2,3,1.0,2.0,ok,no,ok,
2026-08-24,010,西甲,lg-laliga,2.3499999999999996,1.97,1.11,13.0,6.0,2.0,4.0,7.0,2.0,,,,,28.0,,2.0,,0.8599999999999999,7.0,-2.0,5.0,,,1-1（1-1）,平,平平,2,1,1,1.0,1.0,ok,ok,ok,
2026-08-24,011,巴甲,lg-bras,2.3,2.21,0.83,32.0,7.0,8.0,6.0,13.0,2.0,,,,,20.0,,8.0,,1.38,25.0,2.0,11.0,,,2-3（0-2）,客胜,负负,5,2,3,0.0,2.0,ok,no,ok,
2026-08-25,001,韩职,lg-k1,1.8,,,3.0,2.0,0.0,2.0,12.0,4.0,,,,,29.0,,,,,1.0,-2.0,8.0,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,no,ok,
2026-08-25,002,韩职,lg-k1,2.6,,,9.0,9.0,2.0,4.0,4.0,3.0,,,,,28.0,,,,,0.0,-2.0,1.0,,,1-2（0-1）,客胜,负负,3,1,2,0.0,1.0,no,no,no,
2026-08-25,003,沙特联,lg-spl,3.5,0.38,1.81,4.0,9.0,2.0,6.0,1.0,2.0,,,,,4.0,,,,-1.4300000000000002,-5.0,-4.0,-1.0,,,2-3（2-0）,客胜,胜负,5,2,3,2.0,0.0,ok,no,ok,
2026-08-25,004,英联杯,lg-champ,1.9,0.09,1.33,4.0,8.0,2.0,2.0,,,,,,,21.0,,,,-1.24,-4.0,0.0,,,,1-1（1-1）,平,平平,2,1,1,1.0,1.0,ok,ok,ok,
2026-08-25,005,欧联资格赛,lg-uel,3.4,,,,,,,,,,,,,19.0,,,,,,,,,,4-1（1-1）,主胜,平胜,5,4,1,1.0,1.0,no,no,no,
2026-08-25,006,欧冠资格赛,lg-ucl,3.55,0.52,0.15,9.0,3.0,2.0,2.0,,,,,,,12.0,,,,0.37,6.0,0.0,,,,3-0（2-0）,主胜,胜胜,3,3,0,2.0,0.0,ok,no,ok,
2026-08-25,007,英联杯,lg-champ,1.95,0.45,1.11,4.0,7.0,2.0,3.0,,,,,,,8.0,,,,-0.6600000000000001,-3.0,-1.0,,,,0-2（0-0）,客胜,平负,2,0,2,0.0,0.0,ok,no,ok,
2026-08-25,008,英联杯,lg-champ,3.1,0.19,1.36,4.0,10.0,1.0,3.0,,,,,,,9.0,,,,-1.1700000000000002,-6.0,-2.0,,,,1-6（1-3）,客胜,负负,7,1,6,1.0,3.0,ok,no,ok,
2026-08-25,009,西甲,lg-laliga,2.0,0.91,0.52,11.0,7.0,1.0,3.0,,,,,,,9.0,,,,0.39,4.0,-2.0,,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,ok,ok,ok,
2026-08-26,001,韩职,lg-k1,,,,,,,,,,,,,,5.0,,,,,,,,,,2-1（0-0）,主胜,平胜,3,2,1,0.0,0.0,ok,ok,ok,
2026-08-26,002,韩职,lg-k1,,,,,,,,,,,,,,7.0,,,,,,,,,,2-1（1-1）,主胜,平胜,3,2,1,1.0,1.0,no,no,no,
2026-08-26,003,英联赛杯,lg-champ,,,,,,,,,,,,,,4.0,,,,,,,,,,5-1（2-0）,主胜,胜胜,6,5,1,2.0,0.0,ok,no,ok,
2026-08-26,004,英联赛杯,lg-champ,,,,,,,,,,,,,,0.0,,,0.118,,,,,,,3-2（1-1）,主胜,平胜,5,3,2,1.0,1.0,ok,no,ok,
2026-08-26,005,欧冠资格赛,lg-ucl,,,,,,,,,,,,,,8.0,,,,,,,,,,4-0（3-0）,主胜,胜胜,4,4,0,3.0,0.0,ok,no,ok,
2026-08-26,006,欧冠资格赛,lg-ucl,,,,,,,,,,,,,,1.0,,,,,,,,,,1-1（1-1）,平,平平,2,1,1,1.0,1.0,ok,ok,ok,
2026-08-26,007,欧冠资格赛,lg-ucl,,,,,,,,,,,,,,1.0,,,,,,,,,,3-1（1-1）,主胜,平胜,4,3,1,1.0,1.0,no,no,no,
2026-08-26,008,欧冠资格赛,lg-ucl,,,,,,,,,,,,,,6.0,,,,,,,,,,1-2（0-2）,客胜,负负,3,1,2,0.0,2.0,ok,ok,ok,
2026-08-26,009,英联赛杯,lg-champ,,,,,,,,,,,,,,,,,,,,,,,,0-4（0-1）,客胜,负负,4,0,4,0.0,1.0,ok,no,ok,
2026-08-26,010,西甲,lg-laliga,,,,,,,,,,,,,,7.0,,,,,,,,,,4-1（1-1）,主胜,平胜,5,4,1,1.0,1.0,ok,no,ok,
2026-08-27,001,欧罗巴,lg-uel,,,,,,,,,,,,,,27.0,,,,,,,,,,5-1（1-1）,主胜,平胜,6,5,1,1.0,1.0,no,no,no,
2026-08-27,002,欧罗巴,lg-uel,,,,,,,,,,,,,,30.0,,,,,,,,,,4-2（2-1）,主胜,胜胜,6,4,2,2.0,1.0,no,no,no,
2026-08-27,003,欧罗巴,lg-uel,,,,,,,,,,,,,,29.0,,0.0,,,,,,,,3-0（0-0）,主胜,平胜,3,3,0,0.0,0.0,ok,no,ok,
2026-08-27,004,欧罗巴,lg-uel,,,,,,,,,,,,,,20.0,,2.0,,,,,,,,1-3（0-1）,客胜,负负,4,1,3,0.0,1.0,ok,ok,ok,
2026-08-27,005,欧罗巴,lg-uel,2.5,,,,,,,,,,,,,28.0,,,0.333,,,,,,,4-0（1-0）,主胜,胜胜,4,4,0,1.0,0.0,ok,no,no,
2026-08-27,006,欧罗巴,lg-uel,,,,,,,,,,,,,,24.0,,0.0,,,,,,,,3-0（1-0）,主胜,胜胜,3,3,0,1.0,0.0,ok,no,no,
2026-08-27,007,西甲,lg-laliga,2.7,,,,,,,,,,,,,19.0,,,0.05,,,,,,,1-2（1-0）,客胜,胜负,3,1,2,1.0,0.0,no,no,no,
2026-08-27,008,西甲,lg-laliga,3.1,,,,,,,,,,,,,26.0,,2.0,0.49,,,,,,,2-0（1-0）,主胜,胜胜,2,2,0,1.0,0.0,ok,no,ok,
2026-08-27,009,巴西杯,lg-bras,,,,,,,,,,,,,,21.0,,,0.048,,,,,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,ok,ok,
2026-08-28,003,西甲,lg-laliga,2.5,1.72,1.03,13.0,18.0,,,,,,,,,22.0,,,,0.69,-5.0,,,,,3-2（3-0）,主胜,胜胜,5,3,2,3.0,0.0,ok,no,ok,
2026-08-28,004,沙特联,lg-spl,,,,,,,,,,,,,,35.0,,2.0,,,,,,,,1-5（1-5）,客胜,负负,6,1,5,1.0,5.0,ok,no,ok,
2026-08-28,008,德甲,lg-bundes,,,,,,,,,,,,,,20.0,,3.0,,,,,,,,5-1（1-0）,主胜,胜胜,6,5,1,1.0,0.0,ok,no,ok,
2026-08-28,009,意甲,lg-sa,,,,,,,,,,,,,,25.0,,,,,,,,,,2-0（0-0）,主胜,平胜,2,2,0,0.0,0.0,ok,ok,ok,
2026-08-28,010,法甲,lg-ligue1,,,,,,,,,,,,,,19.0,,,,,,,,,,2-2（1-0）,平,胜平,4,2,2,1.0,0.0,ok,no,no,
2026-08-28,011,英超,lg-eng,,,,,,,,,,,,,,19.0,,3.0,,,,,,,,1-4（0-1）,客胜,负负,5,1,4,0.0,1.0,ok,no,ok,
2026-08-28,014,西甲,lg-laliga,,0.81,1.4,9.0,19.0,,,,,,,,,21.0,,,,-0.5899999999999999,-10.0,,,,,1-0（1-0）,主胜,胜胜,1,1,0,1.0,0.0,ok,ok,ok,
2026-08-29,001,日职联,lg-j1,2.6,1.23,2.1,14.0,18.0,4.0,3.0,,,,,,,20.0,,4.0,,-0.8700000000000001,-4.0,1.0,,,,1-1（1-1）,平,平平,2,1,1,1.0,1.0,no,no,ok,
2026-08-29,002,日职联,lg-j1,2.3,0.72,2.18,6.0,17.0,0.0,3.0,,,,,,,28.0,,,,-1.4600000000000002,-11.0,-3.0,,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,ok,ok,ok,
2026-08-29,004,韩职,lg-k1,2.0,,,3.0,3.0,3.0,1.0,5.0,12.0,,,,,29.0,,,,,0.0,2.0,-7.0,,,3-1（1-1）,主胜,平胜,4,3,1,1.0,1.0,ok,no,ok,
2026-08-29,006,英超,lg-eng,2.4,1.75,2.3,13.0,12.0,4.0,3.0,,,,,,,17.0,,,,-0.5499999999999998,1.0,1.0,,,,2-2（0-1）,平,负平,4,2,2,0.0,1.0,ok,no,no,
2026-08-29,009,德甲,lg-bundes,2.7,1.27,1.88,11.0,21.0,6.0,4.0,,,,,,,22.0,,,,-0.6099999999999999,-10.0,2.0,,,,3-2（2-0）,主胜,胜胜,5,3,2,2.0,0.0,no,no,no,
2026-08-29,010,德甲,lg-bundes,2.6,3.96,1.09,25.0,15.0,11.0,4.0,,,,,,,25.0,,,,2.87,10.0,7.0,,,,3-0（1-0）,主胜,胜胜,3,3,0,1.0,0.0,ok,no,ok,
2026-08-29,011,德甲,lg-bundes,2.5,1.84,1.47,19.0,12.0,10.0,3.0,,,,,,,25.0,,,,0.3700000000000001,7.0,7.0,,,,3-3（1-2）,平,负平,6,3,3,1.0,2.0,ok,no,no,
2026-08-29,012,德甲,lg-bundes,2.5,1.71,1.75,18.0,15.0,6.0,4.0,,,,,,,24.0,,,,-0.040000000000000036,3.0,2.0,,,,3-2（0-1）,主胜,负胜,5,3,2,0.0,1.0,ok,no,no,
2026-08-29,013,德甲,lg-bundes,2.2,1.23,0.73,21.0,10.0,4.0,0.0,11.0,2.0,,,,,25.0,,,1.0,0.5,11.0,4.0,9.0,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,no,no,no,
2026-08-29,014,英超,lg-eng,2.0,1.28,0.73,11.0,6.0,3.0,2.0,,,,,,,17.0,,,,0.55,5.0,1.0,,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,no,no,no,
2026-08-29,015,英超,lg-eng,2.4,2.16,1.84,17.0,13.0,5.0,7.0,10.0,7.0,,,,,20.0,,,,0.32000000000000006,4.0,-2.0,3.0,,,1-1（1-0）,平,胜平,2,1,1,1.0,0.0,ok,ok,no,
2026-08-29,016,西甲,lg-laliga,2.1,2.76,1.92,19.0,20.0,10.0,6.0,5.0,8.0,,,,,29.0,,10.0,,0.8399999999999999,-1.0,4.0,-3.0,,,5-2（2-2）,主胜,平胜,7,5,2,2.0,2.0,no,no,ok,
2026-08-29,017,法甲,lg-ligue1,2.6,1.66,2.89,16.0,17.0,7.0,7.0,,,,,,,25.0,,16.0,,-1.2300000000000002,-1.0,0.0,,,,2-1（0-1）,主胜,负胜,3,2,1,0.0,1.0,no,no,no,
2026-08-29,019,英超,lg-eng,2.4,1.04,0.75,17.0,11.0,6.0,2.0,,,,,,,19.0,,,,0.29000000000000004,6.0,4.0,,,,0-2（0-0）,客胜,平负,2,0,2,0.0,0.0,ok,no,ok,
2026-08-29,020,德甲,lg-bundes,2.7,1.41,0.8,20.0,8.0,6.0,3.0,,,,,,,22.0,,,,0.6099999999999999,12.0,3.0,,,,2-0（2-0）,主胜,胜胜,2,2,0,2.0,0.0,ok,ok,ok,
2026-08-29,021,意甲,lg-sa,2.1,1.65,0.89,15.0,12.0,5.0,5.0,,,,,,,29.0,,,,0.7599999999999999,3.0,0.0,,,,2-3（1-3）,客胜,负负,5,2,3,1.0,3.0,no,no,no,
2026-08-29,022,意甲,lg-sa,2.5,1.89,1.08,25.0,12.0,4.0,6.0,8.0,5.0,,,,,30.0,,,,0.8099999999999998,13.0,-2.0,3.0,,,0-3（0-2）,客胜,负负,3,0,3,0.0,2.0,no,no,no,
2026-08-29,023,意甲,lg-sa,2.1,1.85,1.26,19.0,10.0,7.0,4.0,,,,,,,31.0,,,,0.5900000000000001,9.0,3.0,,,,2-1（1-1）,主胜,平胜,3,2,1,1.0,1.0,no,no,no,
2026-08-29,025,西甲,lg-laliga,2.2,1.66,0.76,17.0,11.0,10.0,3.0,7.0,3.0,,,,,25.0,,,,0.8999999999999999,6.0,7.0,4.0,,,2-1（1-1）,主胜,平胜,3,2,1,1.0,1.0,ok,ok,ok,
2026-08-29,027,意甲,lg-sa,2.2,1.68,0.22,21.0,4.0,6.0,3.0,10.0,2.0,,,,,27.0,,,,1.46,17.0,3.0,8.0,,,2-0（0-0）,主胜,平胜,2,2,0,0.0,0.0,ok,ok,ok,
2026-08-29,028,西甲,lg-laliga,2.8,0.95,0.93,21.0,12.0,5.0,5.0,4.0,2.0,,,,,31.0,,2.0,0.25,0.019999999999999907,9.0,0.0,2.0,,,1-3（0-3）,客胜,负负,4,1,3,0.0,3.0,no,no,no,
2026-08-30,002,韩职,lg-k1,2.6,,,,,,,,,,,,,28.0,,,0.2,,,,,,,3-1（1-0）,主胜,胜胜,4,3,1,1.0,0.0,no,no,no,
2026-08-30,003,韩职,lg-k1,2.3,,,,,,,,,,,,,26.0,,,-0.255,,,,,,,1-1（0-0）,平,平平,2,1,1,0.0,0.0,ok,ok,ok,
2026-08-30,005,瑞超,lg-swe,3.2,,,,,,,,,,,,,20.0,,,0.037,,,,,,,3-2（1-2）,主胜,负胜,5,3,2,1.0,2.0,no,no,no,
2026-08-30,007,挪超,lg-nor,3.1,,,,,,,,,,,,,15.0,,,0.0,,,,,,,4-2（0-1）,主胜,负胜,6,4,2,0.0,1.0,ok,no,no,
2026-08-30,008,英超,lg-eng,2.3,,,,,,,,,,,,,21.0,,,-0.188,,,,,,,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,no,no,no,
2026-08-30,009,英超,lg-eng,2.9,,,,,,,,,,,,,21.0,,,-0.111,,,,,,,1-1（0-1）,平,负平,2,1,1,0.0,1.0,ok,ok,no,
2026-08-30,010,法甲,lg-ligue1,2.0,,,,,,,,,,,,,23.0,,9.0,,,,,,,,3-0（1-0）,主胜,胜胜,3,3,0,1.0,0.0,ok,no,ok,
2026-08-30,011,德甲,lg-bundes,2.9,,,,,,,,,,,,,26.0,,,,,,,,,,4-1（2-0）,主胜,胜胜,5,4,1,2.0,0.0,ok,no,ok,
2026-08-30,013,西甲,lg-laliga,2.8,,,,,,,,,,,,,32.0,,14.0,0.722,,,,,,,4-0（3-0）,主胜,胜胜,4,4,0,3.0,0.0,ok,ok,ok,
2026-08-30,014,英超,lg-eng,2.3,,,,,,,,,,,,,19.0,,,,,,,,,,5-2（1-1）,主胜,平胜,7,5,2,1.0,1.0,ok,no,ok,
2026-08-30,015,德甲,lg-bundes,2.1,,,,,,,,,,,,,25.0,,,-0.28,,,,,,,3-0（1-0）,主胜,胜胜,3,3,0,1.0,0.0,ok,no,ok,
2026-08-30,016,意甲,lg-sa,2.1,1.35,1.03,13.0,21.0,2.0,6.0,2.0,7.0,,,,,31.0,,,0.0,0.32000000000000006,-8.0,-4.0,-5.0,,,1-2（1-2）,客胜,负负,3,1,2,1.0,2.0,no,no,no,
2026-08-30,017,西甲,lg-laliga,1.9,1.42,1.33,11.0,12.0,4.0,4.0,,,,,,,21.0,,,,0.08999999999999986,-1.0,0.0,,,,3-1（2-1）,主胜,胜胜,4,3,1,2.0,1.0,ok,no,ok,no
2026-08-30,019,意甲,lg-sa,2.5,1.55,0.58,15.0,8.0,2.0,1.0,,,,,,,29.0,,6.0,0.152,0.9700000000000001,7.0,1.0,,,,1-0（1-0）,主胜,胜胜,1,1,0,1.0,0.0,ok,no,ok,no
2026-08-30,020,意甲,lg-sa,2.8,0.45,3.91,10.0,31.0,0.0,7.0,,,,,,,29.0,,,,-3.46,-21.0,-7.0,,,,0-1（0-1）,客胜,负负,1,0,1,0.0,1.0,ok,no,ok,no
2026-08-30,021,法甲,lg-ligue1,2.7,1.72,1.4,11.0,13.0,5.0,2.0,,,,,,,26.0,,,0.194,0.32000000000000006,-2.0,3.0,,,,2-0（1-0）,主胜,胜胜,2,2,0,1.0,0.0,ok,no,ok,ok
2026-08-30,022,巴甲,lg-bras,2.7,1.71,0.79,18.0,14.0,6.0,4.0,,,,,,,26.0,,,0.275,0.9199999999999999,4.0,2.0,,,,3-0（1-0）,主胜,胜胜,3,3,0,1.0,0.0,ok,no,ok,ok
2026-08-30,023,西甲,lg-laliga,2.1,0.56,2.64,8.0,17.0,2.0,7.0,,,,,,,20.0,,4.0,-0.219,-2.08,-9.0,-5.0,,,,0-2（0-2）,客胜,负负,2,0,2,0.0,2.0,no,no,no,ok
2026-08-31,001,芬超,lg-fin,2.3,,,,,,,,,,,,,18.0,,20.0,-0.189,,,,,,,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,no,no,no,
2026-08-31,002,芬超,lg-fin,2.3,,,,,,,,,,,,,18.0,,6.0,-0.231,,,,,,,1-1（0-0）,平,平平,2,1,1,0.0,0.0,ok,ok,ok,
2026-08-31,003,意甲,lg-sa,2.5,,,,,,,,,,,,,32.0,,,,,,,,,,0-4（0-3）,客胜,负负,4,0,4,0.0,3.0,ok,no,ok,
2026-08-31,004,瑞超,lg-swe,2.5,,,,,,,,,,,,,19.0,,13.0,,,,,,,,4-0（3-0）,主胜,胜胜,4,4,0,3.0,0.0,ok,no,ok,
2026-08-31,005,瑞超,lg-swe,3.1,,,,,,,,,,,,,19.0,,16.0,,,,,,,,0-1（0-1）,客胜,负负,1,0,1,0.0,1.0,no,no,no,
2026-08-31,006,西甲,lg-laliga,2.0,,,,,,,,,,,,,23.0,,4.0,-0.227,,,,,,,1-0（1-0）,主胜,胜胜,1,1,0,1.0,0.0,ok,ok,ok,
2026-08-31,007,意甲,lg-sa,2.8,,,,,,,,,,,,,26.0,,,,,,,,,,1-0（0-0）,主胜,平胜,1,1,0,0.0,0.0,ok,ok,ok,
2026-08-31,009,英超,lg-eng,2.7,,,,,,,,,,,,,17.0,,3.0,-0.357,,,,,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,ok,no,ok,
2026-08-31,010,葡超,lg-prime,3.0,,,,,,,,,,,,,21.0,,9.0,0.862,,,,,,,2-1（1-0）,主胜,胜胜,3,2,1,1.0,0.0,ok,ok,ok,
2026-08-31,012,西甲,lg-laliga,3.3,,,,,,,,,,,,,9.0,,12.0,0.609,,,,,,,5-2（2-1）,主胜,胜胜,7,5,2,2.0,1.0,ok,no,ok,
2026-09-01,001,沙特联,lg-spl,2.7,,,,,,,,,,,,,37.0,,,0.185,,,,,,,3-0（2-0）,主胜,胜胜,3,3,0,2.0,0.0,ok,no,ok,ok
2026-09-01,002,英冠,lg-champ,2.6,,,,,,,,,,,,,17.0,,,0.053,,,,,,,2-0（2-0）,主胜,胜胜,2,2,0,2.0,0.0,ok,no,ok,no
2026-09-01,003,英冠,lg-champ,2.7,,,,,,,,,,,,,20.0,,17.0,0.0,,,,,,,4-2（2-1）,主胜,胜胜,6,4,2,2.0,1.0,ok,no,ok,no
2026-09-01,004,英冠,lg-champ,2.1,,,,,,,,,,,,,18.0,,,-0.308,,,,,,,0-2（0-1）,客胜,负负,2,0,2,0.0,1.0,ok,no,no,ok
2026-09-01,005,英冠,lg-champ,2.1,,,,,,,,,,,,,19.0,,,-1.0,,,,,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,no,ok,no
2026-09-01,006,英冠,lg-champ,2.0,,,,,,,,,,,,,17.0,,,0.214,,,,,,,1-3（0-1）,客胜,负负,4,1,3,0.0,1.0,no,no,no,
2026-09-01,007,英冠,lg-champ,2.1,,,,,,,,,,,,,17.0,,,0.143,,,,,,,3-2（1-1）,主胜,平胜,5,3,2,1.0,1.0,ok,no,ok,no
2026-09-01,008,英冠,lg-champ,3.0,,,,,,,,,,,,,18.0,,,-0.667,,,,,,,1-1（0-1）,平,负平,2,1,1,0.0,1.0,no,no,no,no
2026-09-01,009,英冠,lg-champ,2.4,,,,,,,,,,,,,17.0,,,-0.15,,,,,,,1-0（1-0）,主胜,胜胜,1,1,0,1.0,0.0,no,no,no,
2026-09-01,010,意大利杯,lg-sa,2.3,,,,,,,,,,,,,27.0,,,0.625,,,,,,,0-1（0-1）,客胜,负负,1,0,1,0.0,1.0,no,no,no,
2026-09-02,001,日联赛杯,lg-j1,2.35,,,,,,,,,,,,,24.0,,,,,,,,,,0-2（0-1）,客胜,负负,2,0,2,0.0,1.0,ok,ok,ok,
2026-09-02,002,日职联,lg-j1,1.9,,,,,,,,,,,,,30.0,,,-0.08,,,,,,,2-0（1-0）,主胜,胜胜,2,2,0,1.0,0.0,no,no,no,
2026-09-02,003,日职联,lg-j1,3.0,,,,,,,,,,,,,26.0,,3.0,,,,,,,,4-2（2-0）,主胜,胜胜,6,4,2,2.0,0.0,no,no,no,
2026-09-02,004,日职联,lg-j1,3.5,,,,,,,,,,,,,27.0,,2.0,-0.167,,,,,,,2-1（0-0）,主胜,平胜,3,2,1,0.0,0.0,ok,ok,ok,
2026-09-02,005,意大利杯,lg-sa,2.75,1.34,1.77,7.0,15.0,3.0,7.0,,,,,,,32.0,,2.0,0.4,-0.42999999999999994,-8.0,-4.0,,,,1-1（1-1）,平,平平,2,1,1,1.0,1.0,ok,ok,ok,
2026-09-02,006,意大利杯,lg-sa,2.0,1.31,1.09,16.0,11.0,8.0,4.0,,,,,,,30.0,,10.0,,0.21999999999999997,5.0,4.0,,,,2-1（1-1）,主胜,平胜,3,2,1,1.0,1.0,ok,no,ok,
2026-09-02,007,英冠,lg-champ,1.85,0.23,0.88,4.0,9.0,0.0,3.0,,,,,,,19.0,,16.0,0.0,-0.65,-5.0,-3.0,,,,0-3（0-1）,客胜,负负,3,0,3,0.0,1.0,no,no,no,
2026-09-02,008,英冠,lg-champ,2.5,0.57,0.39,15.0,4.0,3.0,1.0,,,,,,,19.0,,,0.0,0.17999999999999994,11.0,2.0,,,,1-1（0-0）,平,平平,2,1,1,0.0,0.0,ok,ok,ok,
2026-09-02,009,英冠,lg-champ,2.4,2.09,0.6,20.0,9.0,4.0,3.0,,,,,,,19.0,,12.0,0.35,1.4899999999999998,11.0,1.0,,,,2-1（1-0）,主胜,胜胜,3,2,1,1.0,0.0,ok,no,ok,
2026-09-02,010,德国杯,lg-dfb,3.55,0.13,3.11,5.0,22.0,2.0,9.0,0.0,8.0,,,,,18.0,,2.0,,-2.98,-17.0,-7.0,-8.0,,,1-4（1-2）,客胜,负负,5,1,4,1.0,2.0,ok,ok,ok,
2026-09-02,011,英冠,lg-champ,2.5,0.64,1.22,11.0,10.0,3.0,2.0,,,,,,,18.0,,17.0,0.0,-0.58,1.0,1.0,,,,1-1（0-1）,平,负平,2,1,1,0.0,1.0,ok,ok,no,
2026-09-02,012,巴甲,lg-bras,3.15,1.75,0.49,14.0,8.0,4.0,2.0,9.0,7.0,,,,,21.0,,11.0,0.667,1.26,6.0,2.0,2.0,,,2-0（2-0）,主胜,胜胜,2,2,0,2.0,0.0,ok,no,ok,
2026-09-02,013,巴西杯,lg-bras,1.9,,,19.0,9.0,4.0,1.0,5.0,1.0,,,,,18.0,,5.0,-0.171,,10.0,3.0,4.0,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,no,ok,
2026-09-03,001,沙特联,lg-spl,3.6,0.86,2.12,,,,,,,,,0.0,0.0,38.0,,2.0,,-1.2600000000000002,,,,,0.0,2-2（1-1）,平,平平,4,2,2,1.0,1.0,ok,no,ok,
2026-09-03,002,沙特联,lg-spl,2.05,1.33,0.22,,,,,,,,,,,36.0,,,,1.11,,,,,,3-0（3-0）,主胜,胜胜,3,3,0,3.0,0.0,ok,no,ok,
2026-09-03,003,瑞超,lg-swe,3.9,1.52,2.08,,,,,,,,,,,18.0,,19.0,0.16,-0.56,,,,,,0-2（0-0）,客胜,平负,2,0,2,0.0,0.0,ok,no,ok,
2026-09-03,004,沙特联,lg-spl,3.7,0.95,1.08,,,,,,,,,0.0,0.0,36.0,,,0.6,-0.13000000000000012,,,,,0.0,0-2（0-0）,客胜,平负,2,0,2,0.0,0.0,ok,no,ok,
2026-09-03,005,法甲,lg-ligue1,2.95,3.46,1.21,,,,,,,,,,,28.0,,0.0,-0.379,2.25,,,,,,0-1（0-0）,客胜,平负,1,0,1,0.0,0.0,ok,ok,ok,
2026-09-03,006,西甲,lg-laliga,1.91,1.05,0.43,,,,,,,,,,,23.0,,10.0,0.258,0.6200000000000001,,,,,,0-0（0-0）,平,平平,0,0,0,0.0,0.0,ok,ok,ok,
2026-09-03,007,巴西杯,lg-bras,1.6,,,,,,,,,,,,,19.0,,3.0,-0.047,,,,,,,3-1（2-0）,主胜,胜胜,4,3,1,2.0,0.0,ok,no,ok,
2026-09-04,002,法甲,lg-ligue1,2.6,,,,,,,,,,,,,34.0,,1.0,0.3,,,,,,,3-1（2-1）,主胜,胜胜,4,3,1,2.0,1.0,ok,no,ok,no
2026-09-04,003,挪超,lg-nor,3.5,,,,,,,,,,,,,14.0,,19.0,-0.5,,,,,,,1-2（0-1）,客胜,负负,3,1,2,0.0,1.0,ok,ok,ok,ok
2026-09-04,004,沙特联,lg-spl,3.9,,,,,,,,,,,,,36.0,,4.0,-0.577,,,,,,,0-2（0-0）,客胜,平负,2,0,2,0.0,0.0,ok,no,ok,no
2026-09-04,006,荷甲,lg-ered,2.5,,,,,,,,,,,,,19.0,,7.0,-0.19,,,,,,,2-2（1-1）,平,平平,4,2,2,1.0,1.0,ok,no,ok,no
